# ----------------------------------------
# Engagement
# Account: Default Account for Firebase
# Property: ravamate
# ----------------------------------------
#  
# Start date: 20241001
# End date: 20260911
Nth week,Active users
0351,0.11458333333333333,0.3793103448275862,0.3020833333333333
0352,0.06451612903225806,0.2,0.3225806451612903
0353,0.10526315789473684,0.3448275862068966,0.30526315789473685
0354,0.021505376344086023,0.06666666666666667,0.3225806451612903
0355,0.022727272727272728,0.06666666666666667,0.3409090909090909
0356,0.06818181818181818,0.2727272727272727,0.25
0357,0.15789473684210525,0.5769230769230769,0.2736842105263158
0358,0.041666666666666664,0.18181818181818182,0.22916666666666666
0359,0.125,0.4,0.3125
0360,0.15841584158415842,0.45714285714285713,0.3465346534653465
0361,0.041237113402061855,0.1111111111111111,0.3711340206185567
0362,0.010752688172043012,0.027777777777777776,0.3870967741935484
0363,0.19607843137254902,0.4444444444444444,0.4411764705882353
0364,0.08490566037735849,0.20930232558139536,0.4056603773584906
0365,0.16216216216216217,0.3673469387755102,0.44144144144144143
0366,0.07547169811320754,0.1702127659574468,0.44339622641509435
0367,0.10679611650485436,0.2391304347826087,0.44660194174757284
0368,0.020202020202020204,0.045454545454545456,0.4444444444444444
0369,0,0,0.4536082474226804
0370,0.03125,0.08823529411764706,0.3541666666666667
0371,0.041237113402061855,0.12903225806451613,0.31958762886597936
0372,0.05102040816326531,0.22727272727272727,0.22448979591836735
0373,0.01020408163265306,0.0625,0.16326530612244897
0374,0.04081632653061224,0.36363636363636365,0.11224489795918367
0375,0,0,0.10204081632653061
0376,0.010869565217391304,0.09090909090909091,0.11956521739130435
0377,0.03260869565217391,0.2727272727272727,0.11956521739130435
0378,0.09473684210526316,0.6923076923076923,0.1368421052631579
0379,0.2079207920792079,0.8076923076923077,0.25742574257425743
0380,0.1346153846153846,0.42424242424242425,0.3173076923076923
0381,0.0784313725490196,0.2222222222222222,0.35294117647058826
0382,0.0196078431372549,0.05405405405405406,0.3627450980392157
0383,0.020202020202020204,0.05405405405405406,0.37373737373737376
0384,0.09,0.23076923076923078,0.39
0385,0.06796116504854369,0.175,0.3883495145631068
0386,0.09174311926605505,0.3225806451612903,0.28440366972477066
0387,0.12727272727272726,0.4375,0.2909090909090909
0388,0.06363636363636363,0.22580645161290322,0.2818181818181818
0389,0.05714285714285714,0.1875,0.3047619047619048
0390,0.04,0.125,0.32
0391,0.10891089108910891,0.3235294117647059,0.33663366336633666
0392,0.04950495049504951,0.16666666666666666,0.297029702970297
0393,0.06521739130434782,0.24,0.2717391304347826
0394,0.045454545454545456,0.23529411764705882,0.19318181818181818
0395,0.05,0.3076923076923077,0.1625
0396,0.013157894736842105,0.08333333333333333,0.15789473684210525
0397,0,0,0.17142857142857143
0398,0.08333333333333333,0.5454545454545454,0.1527777777777778
0399,0.013888888888888888,0.1,0.1388888888888889
0400,0.027777777777777776,0.2857142857142857,0.09722222222222222
0401,0.04285714285714286,0.42857142857142855,0.1
0402,0.04411764705882353,0.5,0.08823529411764706
0403,0.05970149253731343,0.6666666666666666,0.08955223880597014
0404,0.014705882352941176,0.14285714285714285,0.10294117647058823
0405,0.029411764705882353,0.4,0.07352941176470588
0406,0.057971014492753624,0.6666666666666666,0.08695652173913043
0407,0.17721518987341772,0.875,0.20253164556962025
0408,0.1875,0.7142857142857143,0.2625
0409,0.16176470588235295,0.4782608695652174,0.3382352941176471
0410,0.15384615384615385,0.38461538461538464,0.4
0411,0.09090909090909091,0.20689655172413793,0.4393939393939394
0412,0.4387755102040816,0.6935483870967742,0.6326530612244898
0413,0.2755102040816326,0.421875,0.6530612244897959
0414,0.2268041237113402,0.36666666666666664,0.6185567010309279
0415,0.20212765957446807,0.34545454545454546,0.5851063829787234
0416,0.17045454545454544,0.28846153846153844,0.5909090909090909
0417,0.1951219512195122,0.3076923076923077,0.6341463414634146
0418,0.0379746835443038,0.06,0.6329113924050633
0419,0.42105263157894735,0.7547169811320755,0.5578947368421052
0420,0.4158415841584158,0.7,0.594059405940594
0421,0.38613861386138615,0.6290322580645161,0.6138613861386139
0422,0.35294117647058826,0.5714285714285714,0.6176470588235294
0423,0.375,0.582089552238806,0.6442307692307693
0424,0.27102803738317754,0.42028985507246375,0.6448598130841121
0425,0.037383177570093455,0.056338028169014086,0.6635514018691588
0426,0.432,0.6506024096385542,0.664
0427,0.4153846153846154,0.6585365853658537,0.6307692307692307
0428,0.3953488372093023,0.6375,0.6201550387596899
0429,0.4166666666666667,0.6470588235294118,0.6439393939393939
0430,0.41353383458646614,0.6547619047619048,0.631578947368421
0431,0.3533834586466165,0.573170731707317,0.6165413533834586
0432,0.06766917293233082,0.10975609756097561,0.6165413533834586
0433,0.3208955223880597,0.5972222222222222,0.5373134328358209
0434,0.3880597014925373,0.7647058823529411,0.5074626865671642
0435,0.39416058394160586,0.8059701492537313,0.48905109489051096
0436,0.39855072463768115,0.8208955223880597,0.4855072463768116
0437,0.42142857142857143,0.8194444444444444,0.5142857142857142
0438,0.25735294117647056,0.4861111111111111,0.5294117647058824
0439,0.05263157894736842,0.09722222222222222,0.5413533834586466
0440,0.36496350364963503,0.6578947368421053,0.5547445255474452
0441,0.40268456375838924,0.6818181818181818,0.5906040268456376
0442,0.3472222222222222,0.5813953488372093,0.5972222222222222
0443,0.363013698630137,0.6235294117647059,0.5821917808219178
0444,0.2986111111111111,0.5657894736842105,0.5277777777777778
0445,0.2916666666666667,0.56,0.5208333333333334
0446,0.034722222222222224,0.06756756756756757,0.5138888888888888
0447,0.2876712328767123,0.5833333333333334,0.4931506849315068
0448,0.273972602739726,0.6557377049180327,0.4178082191780822
0449,0.2246376811594203,0.5166666666666667,0.43478260869565216
0450,0.015037593984962405,0.038461538461538464,0.39097744360902253
0451,0.16793893129770993,0.44,0.3816793893129771
0452,0.2265625,0.6041666666666666,0.375
0453,0.015873015873015872,0.041666666666666664,0.38095238095238093
0454,0.10483870967741936,0.29545454545454547,0.3548387096774194
0455,0.08064516129032258,0.2564102564102564,0.31451612903225806
0456,0.043859649122807015,0.15151515151515152,0.2894736842105263
0457,0,0,0.2962962962962963
0458,0.19230769230769232,0.5882352941176471,0.3269230769230769
0459,0.21568627450980393,0.7586206896551724,0.28431372549019607
0460,0.04950495049504951,0.1724137931034483,0.2871287128712871
0461,0.4174757281553398,0.9347826086956522,0.44660194174757284
0462,0.44339622641509435,0.9038461538461539,0.49056603773584906
0463,0.4326923076923077,0.8653846153846154,0.5
0464,0.4672897196261682,0.8771929824561403,0.5327102803738317
0465,0.44660194174757284,0.8070175438596491,0.5533980582524272
0466,0.3939393939393939,0.6964285714285714,0.5656565656565656
0467,0.06593406593406594,0.10526315789473684,0.6263736263736264
0468,0.5056179775280899,0.8181818181818182,0.6179775280898876
0469,0.5340909090909091,0.8867924528301887,0.6022727272727273
0470,0.5301204819277109,0.8461538461538461,0.6265060240963856
0471,0.6301369863013698,0.92,0.684931506849315
0472,0.5972222222222222,0.8431372549019608,0.7083333333333334
0473,0.5897435897435898,0.7419354838709677,0.7948717948717948
0474,0.22727272727272727,0.273972602739726,0.8295454545454546
0475,0.7017543859649122,0.8080808080808081,0.868421052631579
0476,0.6859504132231405,0.7830188679245284,0.8760330578512396
0477,0.664,0.7410714285714286,0.896
0478,0.664,0.7477477477477478,0.888
0479,0.6614173228346457,0.75,0.8818897637795275
0480,0.6015625,0.6814159292035398,0.8828125
0481,0.203125,0.24299065420560748,0.8359375
0482,0.6518518518518519,0.8301886792452831,0.7851851851851852
0483,0.6811594202898551,0.9038461538461539,0.7536231884057971
0484,0.6666666666666666,0.8932038834951457,0.7463768115942029
0485,0.676056338028169,0.9056603773584906,0.7464788732394366
0486,0.6408450704225352,0.8666666666666667,0.7394366197183099
0487,0.6333333333333333,0.8558558558558559,0.74
0488,0.16,0.21621621621621623,0.74
0489,0.6622516556291391,0.8695652173913043,0.7615894039735099
0490,0.6729559748427673,0.8842975206611571,0.7610062893081762
0491,0.6809815950920245,0.888,0.7668711656441718
0492,0.7159090909090909,0.9130434782608695,0.7840909090909091
0493,0.6629213483146067,0.8309859154929577,0.797752808988764
0494,0.6649214659685864,0.8037974683544303,0.8272251308900523
0495,0.14136125654450263,0.17088607594936708,0.8272251308900523
0496,0.6682464454976303,0.7833333333333333,0.8530805687203792
0497,0.663594470046083,0.7700534759358288,0.8617511520737328
0498,0.5767441860465117,0.6775956284153005,0.8511627906976744
0499,0.5581395348837209,0.6936416184971098,0.8046511627906977
0500,0.5694444444444444,0.7109826589595376,0.8009259259259259
0501,0.5180180180180181,0.6804733727810651,0.7612612612612613
0502,0.12669683257918551,0.16568047337278108,0.7647058823529411
0503,0.5769230769230769,0.7714285714285715,0.7478632478632479
0504,0.5404255319148936,0.7650602409638554,0.7063829787234043
0505,0.6153846153846154,0.8470588235294118,0.7264957264957265
0506,0.6153846153846154,0.8275862068965517,0.7435897435897436
0507,0.6,0.815028901734104,0.7361702127659574
0508,0.5959183673469388,0.8111111111111111,0.7346938775510204
0509,0.14344262295081966,0.19444444444444445,0.7377049180327869
0510,0.611336032388664,0.8628571428571429,0.708502024291498
0511,0.592156862745098,0.8342541436464088,0.7098039215686275
0512,0.6297709923664122,0.8776595744680851,0.7175572519083969
0513,0.6127819548872181,0.8489583333333334,0.7218045112781954
0514,0.6268656716417911,0.8527918781725888,0.7350746268656716
0515,0.5783582089552238,0.7908163265306123,0.7313432835820896
0516,0.11940298507462686,0.16326530612244897,0.7313432835820896
0517,0.5780141843971631,0.7799043062200957,0.7411347517730497
0518,0.6401384083044983,0.8644859813084113,0.740484429065744
0519,0.6511627906976745,0.8828828828828829,0.7375415282392026
0520,0.6245847176079734,0.8506787330316742,0.7342192691029901
0521,0.6303630363036303,0.8526785714285714,0.7392739273927392
0522,0.57,0.7533039647577092,0.7566666666666667
0523,0.10702341137123746,0.14096916299559473,0.7591973244147158
0524,0.6478405315614618,0.819327731092437,0.7906976744186046
0525,0.6666666666666666,0.8535564853556485,0.7810457516339869
0526,0.6948051948051948,0.895397489539749,0.775974025974026
0527,0.695364238410596,0.8823529411764706,0.7880794701986755
0528,0.7016393442622951,0.9145299145299145,0.7672131147540984
0529,0.6419354838709678,0.8257261410788381,0.7774193548387097
0530,0.13592233009708737,0.17427385892116182,0.7799352750809061
0531,0.685459940652819,0.8555555555555555,0.8011869436201781
0532,0.6578947368421053,0.8302583025830258,0.7923976608187134
0533,0.6873156342182891,0.8566176470588235,0.8023598820058997
0534,0.6637426900584795,0.8254545454545454,0.804093567251462
0535,0.5823529411764706,0.7252747252747253,0.8029411764705883
0536,0.564327485380117,0.7095588235294118,0.7953216374269005
0537,0.10526315789473684,0.13186813186813187,0.7982456140350878
0538,0.6914285714285714,0.8832116788321168,0.7828571428571428
0539,0.702247191011236,0.9057971014492754,0.7752808988764045
0540,0.6910112359550562,0.9077490774907749,0.7612359550561798
0541,0.6929577464788732,0.9111111111111111,0.7605633802816901
0542,0.7170868347338936,0.924187725631769,0.7759103641456583
0543,0.684931506849315,0.8741258741258742,0.7835616438356164
0544,0.14166666666666666,0.17894736842105263,0.7916666666666666
0545,0.6694444444444444,0.8485915492957746,0.7888888888888889
0546,0.6923076923076923,0.8873239436619719,0.7802197802197802
0547,0.6376021798365122,0.8125,0.784741144414169
0548,0.08791208791208792,0.11149825783972125,0.7884615384615384
0549,0.036827195467422094,0.04609929078014184,0.7988668555240793
0550,0.0625,0.08148148148148149,0.7670454545454546
0551,0.0872093023255814,0.1111111111111111,0.7848837209302325
0552,0.6968838526912181,0.8723404255319149,0.7988668555240793
0553,0.7158774373259053,0.9017543859649123,0.7938718662952646
0554,0.7364130434782609,0.9249146757679181,0.7961956521739131
0555,0.6972972972972973,0.86,0.8108108108108109
0556,0.7526881720430108,0.9061488673139159,0.8306451612903226
0557,0.6162162162162163,0.7354838709677419,0.8378378378378378
0558,0.09264305177111716,0.10967741935483871,0.8446866485013624
0559,0.7055702917771883,0.8391167192429022,0.8408488063660478
0560,0.7219387755102041,0.8654434250764526,0.8341836734693877
0561,0.7435897435897436,0.8630952380952381,0.8615384615384616
0562,0.7175572519083969,0.8221574344023324,0.8727735368956743
0563,0.7196969696969697,0.8309037900874635,0.8661616161616161
0564,0.5679012345679012,0.6609195402298851,0.8592592592592593
0565,0.1315136476426799,0.15229885057471265,0.8635235732009926
0566,0.7051597051597052,0.8107344632768362,0.8697788697788698
0567,0.6939759036144578,0.8022284122562674,0.8650602409638555
0568,0.7163120567375887,0.8440111420612814,0.8486997635933806
0569,0.7106481481481481,0.8551532033426184,0.8310185185185185
0570,0.6993166287015945,0.8480662983425414,0.8246013667425968
0571,0.5545454545454546,0.6912181303116147,0.8022727272727272
0572,0.11238532110091744,0.1388101983002833,0.8096330275229358
0573,0.7070938215102975,0.8607242339832869,0.8215102974828375
0574,0.7133182844243793,0.8681318681318682,0.8216704288939052
0575,0.6851441241685144,0.8419618528610354,0.8137472283813747
0576,0.7130242825607064,0.8801089918256131,0.8101545253863135
0577,0.5434298440979956,0.6834733893557423,0.7951002227171492
0578,0.4066666666666667,0.5154929577464789,0.7888888888888889
0579,0.11777777777777777,0.14929577464788732,0.7888888888888889
0580,0.6929824561403509,0.8802228412256268,0.7872807017543859
0581,0.6921397379912664,0.8954802259887006,0.7729257641921398
0582,0.6949891067538126,0.8935574229691877,0.7777777777777778
0583,0.6791208791208792,0.8753541076487252,0.7758241758241758
0584,0.6843267108167771,0.8757062146892656,0.7814569536423841
0585,0.5197368421052632,0.6657303370786517,0.7807017543859649
0586,0.06651884700665188,0.08426966292134831,0.7893569844789357
0587,0.6748329621380846,0.8583569405099151,0.7861915367483296
0588,0.7155555555555555,0.9173789173789174,0.78
0589,0.7064017660044151,0.9090909090909091,0.7770419426048565
0590,0.6829268292682927,0.88,0.7760532150776053
0591,0.7142857142857143,0.9090909090909091,0.7857142857142857
0592,0.4874715261958998,0.6184971098265896,0.7881548974943052
0593,0.11981566820276497,0.15028901734104047,0.7972350230414746
0594,0.7270588235294118,0.8956521739130435,0.8117647058823529
0595,0.7517564402810304,0.9358600583090378,0.8032786885245902
0596,0.7476635514018691,0.9329446064139941,0.8014018691588785
0597,0.7605633802816901,0.9391304347826087,0.8098591549295775
0598,0.7482352941176471,0.9164265129682997,0.8164705882352942
0599,0.5976470588235294,0.7215909090909091,0.8282352941176471
0600,0.11566265060240964,0.13636363636363635,0.8481927710843373
0601,0.7631578947368421,0.8935574229691877,0.854066985645933
0602,0.7732696897374701,0.9101123595505618,0.8496420047732697
0603,0.7253012048192771,0.8431372549019608,0.8602409638554217
0604,0.7804878048780488,0.898876404494382,0.8682926829268293
0605,0.7872860635696821,0.9147727272727273,0.8606356968215159
0606,0.5773955773955773,0.6752873563218391,0.855036855036855
0607,0.11822660098522167,0.138328530259366,0.854679802955665
0608,0.7703703703703704,0.896551724137931,0.8592592592592593
0609,0.7926829268292683,0.9312320916905444,0.8512195121951219
0610,0.7946210268948656,0.9206798866855525,0.863080684596577
0611,0.7857142857142857,0.9088319088319088,0.8645320197044335
0612,0.7692307692307693,0.8857142857142857,0.8684863523573201
0613,0.6707920792079208,0.7655367231638418,0.8762376237623762
0614,0.14427860696517414,0.1638418079096045,0.8805970149253731
0615,0.8,0.903954802259887,0.885
0616,0.8254364089775561,0.9403409090909091,0.8778054862842892
0617,0.8254364089775561,0.9376770538243626,0.8802992518703242
0618,0.82,0.9291784702549575,0.8825
0619,0.711864406779661,0.8032786885245902,0.8861985472154964
0620,0.5406698564593302,0.6091644204851752,0.8875598086124402
0621,0.1339712918660287,0.1509433962264151,0.8875598086124402
0622,0.7759433962264151,0.8726790450928382,0.8891509433962265
0623,0.7827102803738317,0.8862433862433863,0.883177570093458
0624,0.7977011494252874,0.8989637305699482,0.8873563218390804
0625,0.7752808988764045,0.8646616541353384,0.8966292134831461
0626,0.750561797752809,0.8720626631853786,0.8606741573033708
0627,0.6563876651982379,0.7700258397932817,0.8524229074889867
0628,0.1570796460176991,0.18251928020565553,0.8606194690265486
0629,0.743421052631579,0.8604060913705583,0.8640350877192983
0630,0.7860262008733624,0.9,0.8733624454148472
0631,0.8052516411378556,0.9223057644110275,0.8730853391684902
0632,0.7902869757174393,0.910941475826972,0.8675496688741722
0633,0.811529933481153,0.9265822784810127,0.8758314855875832
0634,0.7259100642398287,0.8268292682926829,0.8779443254817987
0635,0.16414686825053995,0.18581907090464547,0.8833693304535637
0636,0.7818574514038877,0.8938271604938272,0.8747300215982722
0637,0.7970085470085471,0.9142156862745098,0.8717948717948718
0638,0.7991452991452992,0.918918918918919,0.8696581196581197
0639,0.7858672376873662,0.9039408866995073,0.8693790149892934
0640,0.7841880341880342,0.9039408866995073,0.8675213675213675
0641,0.7161016949152542,0.8345679012345679,0.8580508474576272
0642,0.1540084388185654,0.1784841075794621,0.8628691983122363
0643,0.7979166666666667,0.9184652278177458,0.86875
0644,0.8073770491803278,0.9314420803782506,0.8668032786885246
0645,0.7991803278688525,0.9285714285714286,0.860655737704918
0646,0.8045267489711934,0.9331742243436754,0.8621399176954733
0647,0.790224032586558,0.9150943396226415,0.8635437881873728
0648,0.6854838709677419,0.794392523364486,0.8629032258064516
0649,0.17901234567901234,0.20327102803738317,0.8806584362139918
0650,0.7901234567901234,0.8930232558139535,0.8847736625514403
0651,0.7864476386036962,0.9097387173396675,0.864476386036961
0652,0.7886178861788617,0.9065420560747663,0.8699186991869918
0653,0.7657841140529531,0.8826291079812206,0.8676171079429735
0654,0.7827868852459017,0.9052132701421801,0.8647540983606558
0655,0.6858316221765913,0.7877358490566038,0.8706365503080082
0656,0.1522633744855967,0.17535545023696683,0.8683127572016461
0657,0.803680981595092,0.9182242990654206,0.8752556237218814
0658,0.8161616161616162,0.9287356321839081,0.8787878787878788
0659,0.8089430894308943,0.9255813953488372,0.8739837398373984
0660,0.8132530120481928,0.9267734553775744,0.8775100401606426
0661,0.8110236220472441,0.9175946547884187,0.8838582677165354
0662,0.7238658777120316,0.8173719376391982,0.8856015779092702
0663,0.15019762845849802,0.16926503340757237,0.8873517786561265
0664,0.7894736842105263,0.8785249457700651,0.898635477582846
0665,0.7887596899224806,0.888646288209607,0.8875968992248062
0666,0.799618320610687,0.8914893617021277,0.8969465648854962
0667,0.792910447761194,0.8891213389121339,0.8917910447761194
0668,0.7798165137614679,0.8947368421052632,0.8715596330275229
0669,0.6839285714285714,0.7784552845528455,0.8785714285714286
0670,0.16399286987522282,0.18661257606490872,0.8787878787878788
0671,0.7282415630550622,0.8436213991769548,0.8632326820603907
0672,0.7478260869565218,0.8651911468812877,0.8643478260869565
0673,0.7436762225969646,0.857976653696498,0.866779089376054
0674,0.6974789915966386,0.8153241650294696,0.8554621848739495
0675,0.7201986754966887,0.8529411764705882,0.8443708609271523
0676,0.6484751203852327,0.7637051039697542,0.8491171749598716
0677,0.14516129032258066,0.16981132075471697,0.8548387096774194
0678,0.7279635258358662,0.8403508771929824,0.8662613981762918
0679,0.6976401179941003,0.809931506849315,0.8613569321533924
0680,0.7067238912732475,0.8372881355932204,0.844062947067239
0681,0.7132867132867133,0.8306188925081434,0.8587412587412587
0682,0.7178770949720671,0.8371335504885994,0.8575418994413407
0683,0.6598079561042524,0.777059773828756,0.8491083676268861
0684,0.1440329218106996,0.17045454545454544,0.8449931412894376
0685,0.7231788079470198,0.8764044943820225,0.8251655629139073
0686,0.7248407643312101,0.8753846153846154,0.8280254777070064
0687,0.7378048780487805,0.8806404657933042,0.8378048780487805
0688,0.7423887587822015,0.8769017980636238,0.8466042154566745
0689,0.7419724770642202,0.8778833107191316,0.8451834862385321
0690,0.6587837837837838,0.78,0.8445945945945946
0691,0.18552036199095023,0.21808510638297873,0.8506787330316742
0692,0.7421875,0.8819628647214854,0.8415178571428571
0693,0.7530589543937709,0.9185888738127544,0.8197997775305895
0694,0.7488888888888889,0.9170068027210885,0.8166666666666667
0695,0.7502750275027503,0.927891156462585,0.8085808580858086
0696,0.7307692307692307,0.9035326086956522,0.8087912087912088
0697,0.7098560354374308,0.879286694101509,0.8073089700996677
0698,0.19599109131403117,0.24043715846994534,0.8151447661469933
0699,0.6414253897550112,0.784741144414169,0.8173719376391982
0700,0.728587319243604,0.896032831737346,0.8131256952169077
0701,0.7561247216035635,0.9288645690834473,0.8140311804008908
0702,0.7469342251950948,0.9190672153635117,0.8127090301003345
0703,0.7615298087739033,0.9198369565217391,0.8278965129358831
0704,0.6414881623449831,0.7752043596730245,0.8275084554678692
0705,0.16874292185730463,0.20272108843537415,0.8323895809739524
0706,0.7596810933940774,0.9001349527665317,0.8439635535307517
0707,0.7680995475113123,0.9089692101740294,0.8450226244343891
0708,0.773972602739726,0.9088471849865952,0.8515981735159818
0709,0.7399309551208285,0.866576819407008,0.85385500575374
0710,0,0,0.8536585365853658
